2754,2856
2777,2864
2798,2872
2826,2879
2848,2881
2869,2886
2887,2890
2910,2902
2928,2908
2958,2916
2978,2934
3006,2947
3026,2962
3043,2980
3057,3006
3073,3032
3080,3063
3087,3094
3089,3135
3084,3177
3075,3209
3063,3233
3051,3257
3034,3279
3016,3296
2998,3314
2979,3332
2957,3344
2935,3356
2909,3365
2883,3373
2852,3376
2815,3378
2778,3380
2740,3378
2711,3372
2682,3363
2653,3354
2625,3342
2596,3329
2567,3317
2538,3305
2509,3293
2449,3273
2416,3273
2380,3278
2343,3285
2312,3296
2281,3305
2250,3313
2219,3313
2189,3307
2161,3296
2133,3284
2105,3272
2077,3260
2049,3243
2019,3230
1988,3217
1957,3205
1925,3198
1893,3190
1847,3189
1823,3197
1796,3210
1769,3225
1746,3243
1722,3260
1697,3274
1676,3291
1654,3304
1632,3317
1613,3331
1594,3343
1570,3353
1549,3364
1525,3370
1502,3375
1479,3371
1453,3357
1426,3337
1404,3320
1389,3301
1375,3279
1363,3257
1352,3232
1345,3206
1338,3180
1332,3154
1326,3128
1323,3102
1319,3076
1315,3050
1311,3024
1305,2997
1297,2970
1287,2950
1274,2936
1259,2923
1228,2922
1202,2936
1197,2967
1200,3001
1202,3028
1208,3055
1212,3083
1215,3111
1220,3138
1223,3167
1226,3196
1233,3226
1244,3258
1257,3286
1269,3308
1282,3327
1294,3348
1308,3369
1322,3389
1339,3404
308,1195
1315,3378
1349,3413
1367,3421
518,803
1376,3432
1395,3436
1416,3445
1437,3454
1458,3463
1479,3472
2573,3704
2602,3712
2631,3720
2660,3728
2689,3736
2718,3744
2737,3754
2761,3765
2786,3773
2812,3780
2838,3787
2865,3786
2884,3782
2904,3778
2924,3772
2944,3766
2974,3749
3004,3731
3027,3710
3050,3698
3078,3682
3108,3670
3155,3663
3202,3659
3242,3655
3282,3649
3361,3636
3380,3629
3400,3623
3428,3612
3458,3598
3490,3579
3524,3563
3560,3550
3596,3541
3607,3692
3577,3703
3547,3714
3517,3723
3487,3734
3456,3743
3425,3753
3394,3763
3363,3774
3332,3785
3301,3795
3269,3805
3237,3819
3205,3835
3173,3851
3142,3870
3112,3892
3082,3916
3062,3944
3045,3971
3037,3998
3032,4036
3028,4075
3025,4115
3020,4147
3012,4171
3000,4194
2968,4237
2582,4291
2550,4301
2521,4317
2492,4337
2470,4364
2450,4391
2435,4419
2424,4447
2412,4475
2405,4503
2396,4532
2388,4561
2383,4592
2380,4623
2378,4654
2369,4758
2366,4802
2362,4851
2358,4900
2354,4949
2354,5000
2365,5034
2383,5043
2408,5032
2427,5015
2433,4988
2442,4964
2451,4937
2458,4909
2469,4879
2478,4854
2499,4839
2541,4951
2532,4985
2522,5019
2510,5053
2500,5088
2496,5125
2638,4955
2653,4934
2679,4927
2709,4943
2716,4971
2711,5014
2374,4705
1498,3480
1516,3486
1534,3492
1552,3495
1581,3499
1610,3503
1639,3508
1668,3516
1700,3525
1737,3534
1774,3543
1800,3554
1828,3565
1859,3574
1890,3583
1921,3592
1952,3602
1983,3612
2014,3622
2049,3633
2087,3639
2125,3645
2161,3650
2197,3654
2240,3661
2278,3665
2311,3672
2344,3677
2377,3682
2410,3688
2443,3692
2489,3698
3634,3684
3663,3675
3686,3662
3710,3647
3721,3616
3714,3582
3692,3552
3664,3539
3630,3536
2985,4219
2947,4257
2924,4272
2901,4283
2877,4291
2851,4295
2817,4295
2781,4294
2745,4291
2709,4287
2673,4285
2628,4284
2703,5041
2696,5076
2687,5108
2679,5141
2671,5174
2663,5207
2654,5240
1052,957
1049,1003
1043,1048
1032,1078
1020,1107
1007,1134
994,1159
980,1184
966,1209
953,1236
941,1263
929,1290
916,1316
2648,5270
865,644
888,635
913,628
938,622
2644,5301
2526,3701
2650,5327
2655,5350
2660,5373
2666,5396
2673,5419
2681,5446
2689,5473
2697,5502
2704,5529
2712,5555
2718,5581
2725,5606
2733,5620
2744,5640
2757,5661
2778,5671
2799,5678
2825,5671
2842,5654
2852,5636
2857,5612
2862,5578
2867,5544
2870,5513
2878,5500
2893,5483
2915,5480
2941,5488
2956,5510
2965,5534
2974,5558
2983,5582
2990,5606
3002,5627
3009,5648
3017,5669
3025,5690
3033,5710
3044,5728
3054,5747
3064,5765
3075,5783
3089,5798
3105,5811
3121,5825
3137,5839
3155,5852
3171,5866
3185,5881
3197,5896
3204,5911
3209,5945
3197,5966
3168,5975
3128,5983
3089,5993
3050,6003
3010,6013
2967,6022
2924,6031
2881,6041
2837,6050
2794,6062
2751,6070
2709,6082
2680,6093
2661,6113
2646,6135
2636,6166
2636,6200
2654,6215
2674,6227
2719,6227
2768,6225
2818,6220
2868,6215
2918,6208
2968,6201
3019,6197
3070,6192
3121,6185
3172,6178
3223,6174
3274,6167
3325,6161
3376,6155
3427,6148
3478,6142
3529,6136
3580,6130
3631,6124
3682,6117
3733,6114
3778,6109
3802,6101
3832,6093
3860,6083
3887,6071
3907,6054
3928,6037
3946,6017
3959,5993
3967,5964
3973,5930
3970,5894
3961,5870
3947,5840
3933,5809
3921,5774
3913,5741
3913,5693
3913,5645
3913,5597
3913,5549
3914,5501
3916,5464
3923,5444
3929,5421
3938,5409
3952,5396
3970,5378
3995,5373
4031,5373
4067,5381
4091,5402
4120,5415
4149,5429
4173,5446
4199,5460
4225,5474
4251,5489
4277,5504
4304,5515
4333,5527
4378,5532
4421,5527
4455,5520
4479,5504
4500,5485
4522,5464
4544,5442
4562,5418
4581,5396
4600,5374
4621,5355
4638,5334
4653,5314
4670,5297
4687,5280
4702,5263
4717,5246
4733,5229
4747,5212
4761,5195
4776,5180
4791,5165
4806,5149
4823,5136
4851,5134
4874,5144
4885,5164
4890,5190
4895,5221
4901,5252
4907,5283
4912,5320
4917,5351
4923,5379
4929,5407
4932,5436
4935,5465
4941,5494
4947,5523
4953,5552
4956,5581
4961,5608
4973,5628
4991,5649
5017,5663
5056,5663
5078,5650
5096,5626
5111,5599
5124,5572
5136,5549
5149,5526
5161,5504
5173,5482
5185,5460
5197,5438
5210,5416
5223,5394
5236,5372
5250,5350
5263,5329
5278,5315
5296,5302
5331,5298
5374,5308
5395,5326
5411,5344
5426,5365
5442,5387
5453,5407
5465,5427
5475,5444
5484,5460
5495,5475
5509,5492
5523,5509
5532,5529
5545,5544
5558,5560
5570,5578
5585,5593
5598,5610
5614,5622
5630,5637
5648,5653
5666,5670
5687,5683
5709,5698
5733,5712
5753,5722
5772,5733
5794,5743
5817,5751
5839,5758
5861,5765
5884,5771
5907,5777
5930,5783
5953,5789
5976,5795
5999,5801
6022,5807
6045,5813
6068,5819
6091,5824
6114,5830
6137,5836
6160,5842
6183,5848
1143,380
1163,349
1182,323
1205,303
1231,293
1272,313
1972,2316
1029,1588
1666,2062
1688,2079
1710,2096
1732,2113
1897,2255
1917,2269
1937,2283
2001,2339
2023,2352
2057,2378
2088,2399
2119,2420
2145,2442
2174,2460
2203,2482
2231,2502
2260,2524
2289,2546
2318,2568
2342,2585
2370,2604
2398,2622
2424,2640
3325,3648
2467,3280
2500,5165
2543,5170
2572,5155
2582,5132
2590,5095
2600,5064
2607,5033
2619,4999
2532,4837
2556,4863
2554,4914
6196,5850
